SEQ,접수일,접수시각,장기서비스여부,최초서비스일,전체회차,현재회차,서비스일자,서비스시작시간,서비스종료시간,기존고객여부,결재형태,서비스주소,주거형태,평수,고객가입일,반려동물,부재중여부,우선청소,쿠폰사용여부,매니저생년월일,매니저성별,매니저사용휴대폰,매니저이동방법,근무가능지역,CS교육이수여부,청소교육이수여부,부재중서비스가능여부,추천인여부
T43246,2021-09-08,,1,2021-09-15,4,4,2021-10-20,10:00:00,13:00:00,1,신용카드,서울 영등포구,오피스텔/원룸,10평대,2020-04-17,없음,0,방,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T35759,2020-05-01,,1,2020-05-06,4,2,2020-05-14,14:00:00,16:00:00,1,가상계좌,서울 용산구,오피스텔/원룸,,2020-04-09,,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T37256,2021-07-30,,1,2021-08-06,8,5,2021-09-03,9:00:00,11:00:00,1,신용카드,서울 용산구,오피스텔/원룸,10평대,2021-06-25,없음,1,주방,0,1969,0,안드로이드,대중교통,서울,0,0,1,0
T35794,2020-03-26,,1,2020-04-09,4,1,2020-04-09,14:00:00,16:00:00,1,가상계좌,서울 용산구,오피스텔/원룸,,2020-04-09,없음,,,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T58195,2021-07-30,,1,2021-08-06,8,1,2021-08-06,9:00:00,11:00:00,1,신용카드,서울 용산구,오피스텔/원룸,10평대,2021-06-25,없음,1,주방,0,1967,0,,,서울,,,1,0
T32262,2021-10-27,,1,2021-11-10,4,1,2021-11-10,8:00:00,11:00:00,1,신용카드,서울 강남구,오피스텔/원룸,10평대,2021-02-03,없음,1,,0,1967,0,안드로이드,대중교통,서울,1,1,1,0
T39248,2021-03-29,17:53:34,1,2021-04-05,4,2,2021-04-12,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-19,없음,1,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T41211,2019-07-22,,0,2019-07-22,1,1,2019-07-22,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-13,없음,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T51398,2019-05-23,,1,2019-06-06,4,2,2019-06-13,9:00:00,13:00:00,1,무통장입금,충남 아산시,오피스텔/원룸,,2019-04-18,,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T35636,2019-04-25,,1,2019-04-27,5,4,2019-05-17,11:00:00,14:00:00,0,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-27,,,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55378,2021-03-11,,1,2021-03-18,4,1,2021-03-18,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2021-02-18,고양이,1,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T33256,2020-09-28,,1,2020-10-06,4,1,2020-10-06,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2020-06-02,없음,0,주방,0,1967,0,안드로이드,자차,천안/아산,1,1,1,0
T56707,2020-01-02,,1,2020-02-05,4,3,2020-02-19,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1964,0,기타,자차,천안/아산,0,0,0,0
T48753,2021-08-03,13:19:16,0,2021-08-04,1,1,2021-08-04,15:00:00,19:00:00,1,무통장입금,충남 아산시,오피스텔/원룸,30평대,2020-10-19,없음,0,거실,0,1976,0,,자차,천안/아산,,,1,0
T46758,2019-09-05,,1,2019-09-19,4,1,2019-09-19,11:00:00,13:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T55910,2019-06-20,,1,2019-06-27,4,2,2019-07-04,9:00:00,12:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-02,,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T48335,2021-04-30,,1,2021-05-03,8,1,2021-05-03,14:00:00,16:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,20평대,2021-04-07,없음,0,주방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T54204,2021-09-03,,1,2021-09-09,4,4,2021-09-30,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2021-02-18,고양이,1,,0,1976,0,,자차,천안/아산,,,1,0
T40740,2020-05-18,,0,2020-05-20,1,1,2020-05-20,9:00:00,13:00:00,0,가상계좌,충남 아산시,오피스텔/원룸,10평대,2020-05-20,없음,1,방,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T56655,2021-07-29,,1,2021-08-05,4,1,2021-08-05,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2021-02-18,고양이,1,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T30143,2021-03-24,,1,2021-03-30,4,1,2021-03-30,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2020-09-02,없음,0,주방,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T54211,2021-08-03,13:19:16,0,2021-08-04,1,1,2021-08-04,15:00:00,19:00:00,1,무통장입금,충남 아산시,오피스텔/원룸,30평대,2020-10-19,없음,0,거실,0,1971,0,안드로이드,대중교통,천안/아산,1,1,1,0
T49534,2019-08-19,,1,2019-09-05,9,8,2019-10-24,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1979,0,안드로이드,대중교통,부산,0,0,1,0
T55585,2021-10-06,4:31:26,1,2021-10-12,2,1,2021-10-12,8:00:00,12:00:00,1,신용카드,충남 천안시,오피스텔/원룸,20평대,,고양이,0,화장실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T57456,2019-10-24,,1,2019-10-28,8,2,2019-10-31,9:00:00,18:00:00,1,가상계좌,서울 강남구,일반주택,,2019-09-30,없음,,,0,1976,0,,자차,천안/아산,,,1,0
T51853,2020-08-24,,1,2020-09-01,5,1,2020-09-01,9:00:00,15:00:00,1,신용카드,서울 용산구,일반주택,20평대,2020-06-24,없음,1,방,0,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T30850,2019-12-17,,1,2019-12-23,4,1,2019-12-23,9:00:00,18:00:00,1,무통장입금,서울 강남구,일반주택,,2019-09-30,,,,0,1967,0,안드로이드,대중교통,서울,1,1,1,0
T41941,2021-07-02,23:51:14,1,2021-07-14,10,3,2021-07-23,14:00:00,18:00:00,1,신용카드,서울 성동구,일반주택,30평대,2021-06-18,없음,0,화장실,0,1956,0,안드로이드,대중교통,서울,0,0,1,0
T41505,2019-10-28,,1,2019-10-29,4,3,2019-11-05,9:00:00,13:00:00,1,신용카드,서울 성동구,일반주택,,2019-10-24,,,,0,1956,0,안드로이드,대중교통,서울,0,0,1,0
T55806,2021-06-14,9:57:49,1,2021-06-18,5,3,2021-06-30,14:00:00,18:00:00,0,가상계좌,서울 성동구,일반주택,30평대,2021-06-18,없음,0,화장실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T45934,2021-06-28,19:56:34,1,2021-07-02,4,2,2021-07-09,9:00:00,13:00:00,0,신용카드,서울 종로구,일반주택,20평대,2021-07-02,개,0,방,0,1964,0,안드로이드,대중교통,서울,1,1,1,0
T45387,2021-01-07,17:38:46,1,2021-01-13,4,2,2021-01-30,10:00:00,14:00:00,1,신용카드,서울 동대문구,일반주택,40평대이상,2020-11-18,없음,0,,0,1962,0,안드로이드,대중교통,기타,0,0,1,0
T45208,2020-05-11,,1,2020-05-15,4,2,2020-05-22,8:00:00,12:00:00,1,무통장입금,서울 강남구,일반주택,40평대이상,2020-05-15,없음,0,,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T39161,2020-11-09,,1,2020-11-09,4,2,2020-11-16,9:00:00,13:00:00,1,무통장입금,서울 강서구,일반주택,30평대,2020-02-06,없음,0,방,0,1962,0,안드로이드,대중교통,서울,1,1,1,0
T50687,2021-07-07,,1,2021-07-15,4,2,2021-07-22,9:00:00,13:00:00,1,무통장입금,서울 은평구,일반주택,30평대,2020-09-09,없음,0,방,0,1956,0,안드로이드,대중교통,서울,0,0,1,0
T53386,2021-10-02,11:29:37,0,2021-10-06,1,1,2021-10-06,14:00:00,18:00:00,0,무통장입금,서울 강남구,일반주택,20평대,,없음,1,화장실,0,1964,0,안드로이드,대중교통,서울,1,1,1,0
T53097,2021-01-12,12:02:15,1,2021-01-26,4,3,2021-02-23,14:00:00,17:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,주방,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T57760,2020-11-30,,1,2020-11-30,4,2,2020-12-14,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-09-21,없음,1,방,0,1989,0,ios,대중교통,광주,1,1,1,0
T37124,2021-07-17,6:20:29,1,2021-07-26,4,3,2021-08-09,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T33448,2021-01-12,12:02:15,1,2021-01-26,4,1,2021-01-26,14:00:00,17:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,주방,0,1980,0,안드로이드,대중교통,수도권,0,0,0,0
T40681,2021-03-09,,1,2021-03-30,4,2,2021-04-20,9:00:00,12:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2021-03-30,없음,1,주방,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T39935,2021-09-02,18:05:41,1,2021-09-14,4,3,2021-10-12,14:00:00,17:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,,없음,1,주방,0,1966,0,기타,대중교통,광주,0,0,1,0
T45744,2021-08-03,,1,2021-08-06,8,1,2021-08-06,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-06-23,없음,0,,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T49032,2021-01-08,,1,2021-01-15,4,3,2021-01-29,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-10-19,없음,0,화장실,0,1968,0,,대중교통,천안/아산,,,0,0
T50884,2019-05-31,,1,2019-06-04,4,3,2019-06-18,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-27,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T30596,2021-05-17,15:19:39,0,2021-05-18,1,1,2021-05-18,9:00:00,15:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-10-11,없음,1,화장실,1,1968,0,,대중교통,천안/아산,,,0,0
T45127,2019-09-26,,1,2019-10-04,4,1,2019-10-04,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-01,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52921,2020-08-18,,1,2020-08-19,4,1,2020-08-19,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,40평대이상,2020-07-15,없음,0,방,0,1957,0,기타,자차,부산,0,0,1,0
T31239,2019-08-20,,0,2019-08-23,1,1,2019-08-23,14:00:00,18:00:00,0,신용카드,충남 아산시,일반주택,,2019-08-23,없음,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T50698,2021-10-05,,1,2021-10-18,4,2,2021-10-25,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2019-08-22,없음,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T48299,2021-08-29,19:15:55,1,2021-09-06,4,1,2021-09-06,14:00:00,18:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-19,없음,1,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T30045,2020-06-08,,0,2020-06-09,1,1,2020-06-09,14:00:00,18:00:00,0,신용카드,충남 천안시,오피스텔/원룸,10평대,2020-06-09,없음,1,방,0,1966,0,기타,대중교통,광주,0,0,1,0
T36593,2019-06-04,,1,2019-06-12,4,3,2019-06-26,16:00:00,19:00:00,0,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,,,,0,1968,0,,대중교통,천안/아산,,,0,0
T31807,2019-08-01,,1,2019-08-15,4,3,2019-08-29,9:00:00,11:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1961,0,,대중교통,부산,,,1,0
T50583,2020-12-18,,1,2020-12-31,4,1,2020-12-31,9:00:00,12:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2019-06-12,없음,0,주방,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T56792,2021-05-19,20:44:43,0,2021-05-24,1,1,2021-05-24,13:00:00,17:00:00,0,신용카드,충남 천안시,오피스텔/원룸,20평대,2021-05-24,없음,0,주방,0,1966,0,안드로이드,자차,천안/아산,0,0,1,0
T44098,2021-03-01,0:11:53,0,2021-03-04,1,1,2021-03-04,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-03-04,없음,0,화장실,1,1967,0,안드로이드,대중교통,서울,1,1,1,0
T55343,2020-06-24,,0,2020-06-30,1,1,2020-06-30,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-30,없음,1,주방,0,1973,0,안드로이드,대중교통,부산,1,1,1,0
T43627,2021-01-14,,1,2021-01-21,5,3,2021-02-04,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,30평대,2020-11-19,기타,0,거실,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T57759,2021-06-21,,1,2021-06-25,5,1,2021-06-25,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,30평대,2020-11-19,기타,0,거실,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T56233,2021-04-01,,1,2021-04-08,5,4,2021-04-29,9:00:00,13:00:00,1,무통장입금,강원 원주시,일반주택,30평대,2020-11-19,기타,0,거실,0,1955,0,안드로이드,대중교통,기타,0,0,1,0
T42729,2021-07-05,22:27:52,1,2021-07-08,4,1,2021-07-08,9:00:00,13:00:00,0,무통장입금,강원 원주시,일반주택,30평대,2021-07-08,없음,0,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T42212,2021-02-01,9:26:38,1,2021-02-03,4,3,2021-02-24,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,0,주방,0,1966,0,기타,대중교통,광주,0,0,1,0
T30674,2020-06-23,,1,2020-07-07,4,2,2020-07-14,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-23,없음,0,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T51682,2021-04-30,21:48:21,1,2021-05-20,4,1,2021-05-20,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-01-26,없음,1,,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T54214,2020-07-30,,1,2020-08-06,4,2,2020-08-13,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2020-01-16,없음,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T33948,2019-11-22,,1,2019-11-29,4,4,2019-12-20,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-23,,,,0,1979,0,안드로이드,자차,기타,0,0,1,0
T32932,2020-09-04,,1,2020-09-11,4,1,2020-09-11,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2019-08-23,없음,0,방,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T39244,2021-05-31,0:11:54,1,2021-06-11,6,5,2021-06-25,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,0,주방,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T44067,2019-08-22,,0,2019-08-27,1,1,2019-08-27,13:00:00,17:00:00,0,신용카드,강원 원주시,일반주택,,2019-08-27,없음,,,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T43632,2021-02-21,19:02:36,1,2021-02-24,6,4,2021-03-16,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,20평대,2021-02-24,없음,1,거실,1,1968,0,안드로이드,자차,원주/춘천,1,1,1,0
T36642,2021-10-25,15:31:33,1,2021-10-30,4,3,2021-11-13,14:00:00,18:00:00,0,신용카드,강원 원주시,일반주택,30평대,,"개,고양이",1,화장실,0,1965,0,안드로이드,자차,원주/춘천,1,1,1,0
T55789,2021-04-13,,1,2021-04-20,4,1,2021-04-20,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-04-20,없음,0,거실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T51559,2020-07-29,,0,2020-08-18,1,1,2020-08-18,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-10-31,없음,0,화장실,0,1968,0,,대중교통,천안/아산,,,0,0
T36221,2019-10-04,,1,2019-10-16,4,2,2019-10-23,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-10-04,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T33008,2020-03-09,,1,2020-03-16,4,2,2020-03-23,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,,2020-02-10,없음,,,1,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T35933,2019-10-11,,1,2019-10-14,6,5,2019-10-18,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-09-30,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T43859,2020-08-21,,1,2020-08-28,10,3,2020-09-04,9:00:00,13:00:00,1,무통장입금,충남 아산시,일반주택,30평대,2020-02-10,없음,0,방,0,1966,0,기타,대중교통,광주,0,0,1,0
T44464,2021-08-10,,1,2021-08-23,4,3,2021-10-04,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-17,없음,0,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T32010,2019-06-14,,1,2019-06-21,4,1,2019-06-21,14:00:00,18:00:00,1,무통장입금,충남 천안시,일반주택,,2019-05-17,,,,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T49124,2020-11-03,,1,2020-11-17,4,1,2020-11-17,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,40평대이상,2019-08-30,없음,0,방,0,1961,0,안드로이드,대중교통,수도권,1,1,1,0
T56576,2019-07-11,,1,2019-07-18,10,5,2019-08-16,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-30,,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T55924,2019-07-11,,1,2019-07-18,4,4,2019-08-08,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-07-18,,,,0,1964,0,,자차,천안/아산,,,1,0
T34657,2020-11-28,,1,2020-12-15,4,1,2020-12-15,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-09-03,없음,0,화장실,0,1980,0,안드로이드,대중교통,수도권,0,0,0,0
T51900,2020-12-04,,1,2020-12-10,4,2,2020-12-17,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-11-12,없음,1,화장실,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T41600,2021-03-19,,1,2021-03-26,4,1,2021-03-26,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-10-19,없음,0,화장실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46831,2020-07-02,,1,2020-07-08,10,2,2020-07-15,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2019-06-12,없음,0,방,1,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40245,2019-10-17,,1,2019-10-23,4,2,2019-10-30,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-31,없음,,,1,1955,0,안드로이드,대중교통,기타,0,0,1,0
T34968,2019-10-16,,1,2019-10-22,4,2,2019-10-29,14:00:00,18:00:00,1,가상계좌,충남 천안시,일반주택,,2019-09-24,없음,,,0,1966,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46726,2019-11-21,,1,2019-11-25,10,5,2019-12-09,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-17,없음,,,1,1985,0,,자차,천안/아산,,,1,0
T51272,2020-05-21,,1,2020-05-28,4,1,2020-05-28,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2020-05-28,없음,0,화장실,0,1968,0,,대중교통,천안/아산,,,0,0
T31563,2021-09-28,,1,2021-10-05,4,2,2021-10-12,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2021-08-31,개,0,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46105,2021-05-31,,1,2021-06-07,4,3,2021-06-21,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-01-16,개,1,주방,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T56270,2019-09-25,,1,2019-10-02,4,2,2019-10-16,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-15,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T45484,2019-10-18,,1,2019-11-07,4,2,2019-12-19,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-20,없음,,,1,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T34973,2021-06-13,17:06:40,1,2021-06-15,4,3,2021-07-13,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,30평대,2021-06-15,고양이,0,화장실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T47219,2020-11-12,,1,2020-11-19,4,2,2020-11-26,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2020-08-20,없음,0,화장실,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T37161,2021-10-24,10:36:23,0,2021-10-26,1,1,2021-10-26,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,30평대,2021-03-12,없음,0,거실,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T48917,2020-12-14,,1,2020-12-17,4,1,2020-12-17,12:00:00,16:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2020-09-24,개,1,거실,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55414,2020-07-02,,1,2020-07-08,10,4,2020-07-29,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2019-06-12,없음,0,방,1,1971,0,안드로이드,대중교통,서울,0,0,1,0
T51727,2021-01-05,,1,2021-01-08,8,2,2021-01-12,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-06-23,없음,0,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T55199,2019-05-24,,0,2019-05-27,1,1,2019-05-27,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,,2019-05-27,,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T36692,2019-09-20,,1,2019-10-04,4,2,2019-10-10,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-11,없음,,,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T33030,2019-09-26,,1,2019-10-04,4,1,2019-10-04,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-08-01,없음,,,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
